x -> -0.9936567920387065844051246365776255571526632710763016059228`30.
x -> -0.99330728409374462458203552050854021348410499037345092207`30.
x -> -0.992948435885917084609254264109359704328902455760272221121`30.
x -> -0.9925802507895418581838652681178237476366658465327314878468`30.
x -> -0.9922027322667336806727008118810540676210198577685819581618`30.
x -> -0.9918158838673715386394943579947210005805223537141912698628`30.
x -> -0.9914197092290652598522332373604779284069509296456923621962`30.
x -> -0.9910142120771212830473890780535941841025080210603537507675`30.
x -> -0.9905993962245076069415401698796844303953741138196235485606`30.
x -> -0.9901752655718179181502247727000162421919518798432251551942`30.
x -> -0.989741824107234897809027588513645462034763599920568430198`30.
x -> -0.9892990759064927068006818392393210055678791586855880002578`30.
x -> -0.9888470251328386495802521578285668917962894472241942978439`30.
x -> -0.9883856760369940166627304123039881560258256371280857746329`30.
x -> -0.9879150329571141058970610110338659927800679314672652863094`30.
x -> -0.9874351003187474227003598305090673012109844685173205766725`30.
x -> -0.9869458826347940594679516876267297793050620865016615847697`30.
x -> -0.9864473845054632544104222277938139463863830451171488606049`30.
x -> -0.9859396106182301300994116473694416657094969057022279280278`30.
x -> -0.9854225657477916120303537064636341134810862508337355049482`30.
x -> -0.9848962547560215275335618387344579839910156009086793757002`30.
x -> -0.9843606825919248853856025303909629220704139186052074610946`30.
x -> -0.9838158542915913364912672035797869410389131838311653542904`30.
x -> -0.9832617749781478160230522154497933707870589889133953085458`30.
x -> -0.9826984498617103674201996198672916754522776771952441272521`30.
x -> -0.9821258842393351486632952350957240774802144256805791069134`30.
x -> -0.9815440834949686212533729315106612130964788721884960940452`30.
x -> -0.9809530530993969223366037487509525589457999500772827437297`30.
x -> -0.9803527986101944204270932757535231432094055672307542126156`30.
x -> -0.9797433256716714551911835259117415969767123622396237355399`30.
x -> -0.979124640014821261767049022485931021389595984534388446316`30.
x -> -0.9784967474572660801033673821595275598863110221407290167686`30.
x -> -0.9778596539032024498104955081898048710336701889223979289599`30.
x -> -0.9772133653433456910269459445341325978737387010861649394623`30.
x -> -0.9765578878548735718130775374291581466987951494381871642638`30.
x -> -0.9758932276013691625928266004691590679198817066881245973748`30.
x -> -0.9752193908327628781730396272209936148814995887698586244578`30.
x -> -0.9745363838852737078785516725563220267392377681601725374217`30.
x -> -0.9738442131813496343496071960479333545305602362855722408775`30.
x -> -0.9731428852296072415565604216601426482219930507004295948961`30.
x -> -0.9724324066247705125950353062950366549801941584570167424792`30.
x -> -0.9717127840476088178328838750911006360542765739559461816579`30.
x -> -0.9709840242648740939883668676279867199349569586884016142169`30.
x -> -0.9702461341292372147270016013206529529934295366756272783221`30.
x -> -0.9694991205792235533724865743952171765413795192296505466541`30.
x -> -0.9687429906391477383350273197236295905793638922487401747365`30.
x -> -0.9679777514190476018682591229052177752082845043725766465992`30.
x -> -0.9672034101146173227737943463333290071386848094189128142387`30.
x -> -0.9664199740071397636802194672864631807430190189517959883096`30.
x -> -0.9656274504634180035311331584167185016253710742092440489303`30.
x -> -0.9648258469357060659245549225469008520568070265986376575971`30.
x -> -0.9640151709616388439537466173486731935966275926694045331768`30.
x -> -0.963195430164161222207178976867025868383927477170277648765`30.
x -> -0.9623666322514563965930439474690922523005015564792282295519`30.
x -> -0.9615287850168733926613630260240843859599979516353301850486`30.
x -> -0.9606818963388537831043733054687336038060520205426979487815`30.
x -> -0.9598259741808576051234878844543799610874646488251794688275`30.
x -> -0.9589610265912884783587267978005285508438571963411914429468`30.
x -> -0.9580870617034179240840996380887528766415696304796666291734`30.
x -> -0.9572040877353088863799924019686424989320266128343068956946`30.
x -> -0.9563121129897384560011695318711928857289121272951661259278`30.
x -> -0.9554111458541197976665482620966974272811606053996654629264`30.
x -> -0.9545011948004232815044367606406716109402709393521571900738`30.
x -> -0.9535822683850968193944506542697568280213573150875863976273`30.
x -> -0.9526543752489854069548347399613488481458712998217356631881`30.
x -> -0.9517175241172498719314183707857455576629558271747169648332`30.
x -> -0.9507717237992848297519244597878418821370360107447810192994`30.
x -> -0.9498169831886358470168335298944931459303790567730297336787`30.
x -> -0.9488533112629158137054759724172754686859857123962145120166`30.
x -> -0.9478807170837205248834878496111525607477700923170139093046`30.
x -> -0.9468992097965434727052183474341982487523947726878056182369`30.
x -> -0.9459087986306898495121204872225954137207832293005650674522`30.
x -> -0.9449094928991897628355910512084922356412028508281932009956`30.
x -> -0.9439013019987106631201509587365417932114061954785271844687`30.
x -> -0.9428842354094689849902736223684399608877388770042379421616`30.
x -> -0.9418583026951410028915761751352824699849791146944523622329`30.
x -> -0.9408235135027729019444869377493253153757827933560052120822`30.
x -> -0.939779877562690064855892121331708434345409387525393209866`30.
x -> -0.9387274046884055757416455601959309066208752689100739765973`30.
x -> -0.9376661047765279417201972540283255932279551397689463044365`30.
x -> -0.9365959878066680331449596745994074197647108067073932541385`30.
x -> -0.9355170638413452433503851566226882816987777622853831844062`30.
x -> -0.9344293430258928687940732365988271127061515228173657702002`30.
x -> -0.9333328355883627104845635125685873082780688788119522553039`30.
x -> -0.9322275518394288975917974514949219454240053799159224358056`30.
x -> -0.9311135021722909341445515446408223053901676472569301520437`30.
x -> -0.929990697062575969726454275740442113952729968073424471743`30.
x -> -0.9288591470682402950895004891569495009879586883820838698692`30.
x -> -0.9277188628294700636112688894061477679080001887977945114496`30.
x -> -0.9265698550685812395293315302231673222318812097197361696706`30.
x -> -0.9254121345899187738936182188975135398587834891796326077106`30.
x -> -0.9242457122797550091847637256316682642356514724550238516456`30.
x -> -0.9230705991061873135537215017684454968337325065466234508649`30.
x -> -0.9218868061190349456451742265304018014637674710694290789056`30.
x -> -0.9206943444497351509745088693387381463767380150168873696311`30.
x -> -0.9194932253112384908353520221961767735855134593585970767985`30.
x -> -0.9182834599979034047218799710042207339121104006993292361142`30.
x -> -0.9170650598853900072573272817688606631425869286739009594136`30.
x -> -0.915838036430553120627317522040414864353576544362222080823`30.
x -> -0.9146024011713345435238300632404053506642095588090135332009`30.
x -> -0.9133581657266545576127976584597431701260192433026904205049`30.
x -> -0.9121053417963026725455006047712950894630788559945434119732`30.
x -> -0.910843941160827610541084720267929518354924758623625315882`30.
x -> -0.9095739756814265315746820344507873808558596523018647752391`30.
x -> -0.9082954572998335002127549462108961059278416689455855101503`30.
x -> -0.9070083980382071951444165859139656758162799644098570271028`30.
x -> -0.905712809999017862464602165997066833867455520873876747793`30.
x -> -0.90440870536493351377207815659123542066857515030468608438`30.
x -> -0.9030960963987053701523781172063321696849392225869536608218`30.
x -> -0.9017749954430525531228458903415571133221603375477872182547`30.
x -> -0.9004454149205460236240485556195024527301425192405029303187`30.
x -> -0.8991073673334917701488929910348752099617390410929945210192`30.
x -> -0.8977608652638132471078410282919021674732313027078159758559`30.
x -> -0.8964059213729330645356689589153315736154603488471204583612`30.
x -> -0.8950425484016539302522574836302312655731902318338547304197`30.
x -> -0.8936707591700388455969280360429639401356229074125545574411`30.
x -> -0.8922905665772905558628606894245744096484049730831839342897`30.
x -> -0.8909019836016302565651375087996466971880875512099791154522`30.
x -> -0.8895050233001755566829531758938587932944608041146890053463`30.
x -> -0.8880996988088177000235219280375440095144642758512849790026`30.
x -> -0.886686023342098045862186250050818753207389816609529835145`30.
x -> -0.885264010193083810020198276597026201212577064715124588883`30.
x -> -0.8838336727332430675485994376043475160664479937013236004281`30.
x -> -0.8823950244123190181935674472216231543180285552618107557151`30.
x -> -0.8809480787582035158255322334868304263755853489820981418676`30.
x -> -0.8794928493768098630212837675402492817933714654045248417623`30.
x -> -0.8780293499519448719952049139145126507980186785201662849601`30.
x -> -0.8765575942451801930826613233044112862865187208578215254191`30.
x -> -0.8750775960957229119854679624103871003872053784427236437763`30.
x -> -0.8735893694202854169962280581437850234610147575581886310756`30.
x -> -0.8720929282129545374252049619009526354141914319766707361459`30.
x -> -0.8705882865450599544602406500239672217902309692148681110137`30.
x -> -0.8690754585650418856970762052853138430555782942703526963216`30.
x -> -0.867554458498318044584259607634832926609986867971302909309`30.
x -> -0.8660253006471498760336444369623660613429883888365181669634`30.
x -> -0.8644879993905080694542895927558202742725664602167418761071`30.
x -> -0.8629425691839373504743648018373301223969833979471034723216`30.
x -> -0.8613890245594205526224494524774831332465073680406251422794`30.
x -> -0.8598273801252419702463830978325155563929087783624191110754`30.
x -> -0.8582576505658499939545847506142448298534311406301828962829`30.
x -> -0.8566798506417190298715047810615340891120292665610177841997`30.
x -> -0.8550939951892107040056077685943828103914978197326226392769`30.
x -> -0.8535000991204343530350069810439379618299587915053892648261`30.
x -> -0.8518981774231068028225812012005041882577798165825465475322`30.
x -> -0.8502882451604114359791023258361022954359119609347650893618`30.
x -> -0.8486703174708565497995874646620379484568159824267192502176`30.
x -> -0.8470444095681330059047621032958109296157822327614691128234`30.
x -> -0.8454105367409711729261812027547817826142692378564131433189`30.
x -> -0.8437687143529971635802028258862108783191519767836144441221`30.
x -> -0.8421189578425883674826439462069048775064470338259715794301`30.
x -> -0.8404612827227282810625704446871673015056028822459217039591`30.
x -> -0.8387957045808606359402828730051948060502992207417053195055`30.
x -> -0.8371222390787428271411562957588883064906509971257402223984`30.
x -> -0.8354409019522986425235763572003647853675543190517931577654`30.
x -> -0.8337517090114702948057845885125079124652703131805846084173`30.
x -> -0.8320546761400697575830038178463483693511706992841302174983`30.
x -> -0.8303498192956294067327593057653520889013764700523819245164`30.
x -> -0.8286371545092519686128428419941895797839575812616376442378`30.
x -> -0.8269166978854597764628854441567936769250477861990735577633`30.
x -> -0.8251884656020433364270094343392975519068041245309934600886`30.
x -> -0.8234524739099092046215224737729721182153529392151164188878`30.
x -> -0.8217087391329271766780945487641839269242827164398345955223`30.
x -> -0.8199572776677767911993238613857662986609114468342292561095`30.
x -> -0.8181981059837931485700490256905871012225463172723483820072`30.
x -> -0.8164312406228120465742028437384706756045105791311602267585`30.
x -> -0.8146566981990144342734271750893012943791480174300642793151`30.
x -> -0.8128744953987701856100789582786675323127164197524122967901`30.
x -> -0.8110846489804811942036542329525047138481031256182473518359`30.
x -> -0.809287175774423790816039986713554920784075834687133483116`30.
x -> -0.8074820926825904849673727513706253702952447415450296996596`30.
x -> -0.8056694166785310321906380393537734874403762299474222282906`30.
x -> -0.8038491648071928284194858828643222635292350565875601503305`30.
x -> -0.8020213541847606330100648562958913179033627945998449662901`30.
x -> -0.8001860019984956219039899671483011088672613389670204156473`30.
x -> -0.7983431255065737724458586327469112093177608236822344340906`30.
x -> -0.7964927420379235813750135603928216810309790996143909790491`30.
x -> -0.7946348689920631175175216580527726842669982602135609262241`30.
x -> -0.7927695238389364107105940624317722406938547649487183228076`30.
x -> -0.7908967241187491784979139224694660881640065931206658647374`30.
x -> -0.7890164874418038921405656603092044480686470305070722280574`30.
x -> -0.7871288314883341834944719900869933814221322672151281926728`30.
x -> -0.7852337740083385943114429490909427761602482896353612128378`30.
x -> -0.7833313328214136695271245277007302896332071977483956455405`30.
x -> -0.7814215258165863961053031159172907981059810839537021160885`30.
x -> -0.7795043709521459890141758572582569783881586347717291303707`30.
x -> -0.7775798862554750259163360574849422811555468297661646757177`30.
x -> -0.7756480898228799321603469783398218614974043816041935895678`30.
x -> -0.7737089998194208176678865976462970731305441238657705056663`30.
x -> -0.7717626344787406673165401793307393957187855712540915832572`30.
x -> -0.7698090121028938864243967128859866177708482922444300897631`30.
x -> -0.7678481510621742029486693943615093885525194329546139113595`30.
x -> -0.7658800697949419280166092731353002765421081448338906324818`30.
x -> -0.763904786807450576413014923634587829340663406743859105591`30.
x -> -0.7619223206736728486546594621073870734907762484087089862164`30.
x -> -0.7599326900351259762879593589280084992970311666353246818855`30.
x -> -0.7579359136006964320521972403136473706483170423843799302025`30.
x -> -0.755932010146464006556583173446645496439641920804927022475`30.
x -> -0.7539209985155252531253957296930147085181718306996390373326`30.
x -> -0.7519028976178163024713853658824339568241953752171232665463`30.
x -> -0.7498777264299350488635482976138866213032914909864749257898`30.
x -> -0.7478455039949627094612890055662670497465948031463953884456`30.
x -> -0.7458062494222847584928837602632583970125011307782065010075`30.
x -> -0.743759981887411237962036017252452366529576785354671990841`30.
x -> -0.7417067206317964465721771679437634727218890185140156450371`30.
x -> -0.7396464849626580085640128762937854647098230334014403584981`30.
x -> -0.7375792942527953241676460331518716572514660560101985204128`30.
x -> -0.7355051679404074033764221635808891805000011469238427222562`30.
x -> -0.7334241255289100847554418731613027145216325950722513129016`30.
x -> -0.731336186586752641003467562662534266212208801553352809051`30.
x -> -0.7292413707472337729927181221525487321346476698977340587422`30.
x -> -0.7271396977083169940167955813990672103679761594554367004612`30.
x -> -0.7250311872324454059827216892295868397176236340497869118849`30.
x -> -0.7229158591463558692887800664510278947916559183198391770128`30.
x -> -0.7207937333408925681355608712250655787593739272112882453736`30.
x -> -0.718664829770819973023289778847471761726146661659576858363`30.
x -> -0.7165291684546352021941914562387738627903694041885270571474`30.
x -> -0.7143867694743797837842895518236109829023336634360803861078`30.
x -> -0.7122376529754508204546804707170733894036610682864230944391`30.
x -> -0.7100818391664115582779368102634191843915384325996839910925`30.
x -> -0.7079193483188013616608982391576698759051250353327145429724`30.
x -> -0.7057502007669450960906927619521797488582658874983678238552`30.
x -> -0.7035744169077619204963996671941870846064865940725450300561`30.
x -> -0.7013920172005734910243169594002076169679634824396714830425`30.
x -> -0.6992030221669115780303306703508461174148653879688595296701`30.
x -> -0.6970074523903250980984010817459113619387587817519914419267`30.
x -> -0.6948053285161865628996815172146493114647272558459660874604`30.
x -> -0.6925966712514979467122689253092879748809463237120244954011`30.
x -> -0.6903815013646959744270519248620312242322734199996031247614`30.
x -> -0.6881598396854568318705712685570490844112036691241220051846`30.
x -> -0.6859317071045003002812397485220628700937104066229840141974`30.
x -> -0.6836971245733933167806833681027511226399198077085875519906`30.
x -> -0.6814561131043529626873630858335910860101739563094338296224`30.
x -> -0.6792086937700488815250165502098179354368645358745349766685`30.
x -> -0.6769548877034051285838219366090634357703374274607921277327`30.
x -> -0.6746947160974014538975312201837572687197326589633232833558`30.
x -> -0.672428200204874020505147920486544022459573602510004328657`30.
x -> -0.6701553613383155598710344849054462503512989851782927336453`30.
x -> -0.6678762208696749663426269887430774807154614999775077128777`30.
x -> -0.6655908002301563325302096702102697655400088613058740037789`30.
x -> -0.6632991209100174274984589391204942312420373437739106427756`30.
x -> -0.6610012044583676196647058492354311221327198181477562113886`30.
x -> -0.6586970724829652463040875567590125268985294885367212246751`30.
x -> -0.6563867466500144315669619523097211530943674319176590871746`30.
x -> -0.6540702486839613549191454018893322446212261004612677134396`30.
x -> -0.6517476003672899719207013151494916305294736546883579293435`30.
x -> -0.649418823540317189264157028043259596415710040910336906688`30.
x -> -0.647083940100987495998158193314076240722406654868702127226`30.
x -> -0.6447429720046670528676834679663656525235385444264771572436`30.
x -> -0.6423959412639372417070377237972828766938963095722531376085`30.
x -> -0.6400428699483876768269192373357139671110291237701267260098`30.
x -> -0.6376837801844086803419152913914915992476414397035383392382`30.
x -> -0.6353186941549832233898212942954559745948880649201573074812`30.
x -> -0.63294763409947833519920084741203839600301952672837900057`30.
x -> -0.6305706223134359819666081194055931094938272539583410399844`30.
x -> -0.6281876811483634175098793699877806452825575629050740002094`30.
x -> -0.625798833011523007668867459587347515986489670676253222014`30.
x -> -0.6234041003657215304299416378609178424697600877580020835257`30.
x -> -0.6210035057290989537555047766734488923253901485543999251003`30.
x -> -0.6185970716749166931046914557640553652401750468292705627582`30.
x -> -0.6161848208313453506363028755963766984938838901374760942234`30.
x -> -0.6137667758812519380899084158675336319923526132350234424082`30.
x -> -0.6113429595619865853458987339870001067550728592599114905789`30.
x -> -0.6089133946651687366701115598838624220083775906033208325543`30.
x -> -0.6064781040364728366534687462822870760651267395795442815349`30.
x -> -0.604037110575413507861861631802226418086009116140178403117`30.
x -> -0.601590437235130222216301322774841867980282185411383476337`30.
x -> -0.5991381070221714681281110535673746078582249683885120894315`30.
x -> -0.5966801429962784154186792997263790749213978754548076362977`30.
x -> -0.5942165682701680800580147487865143255302140684898249785337`30.
x -> -0.5917474060093159907610475357490164139413918498585500940744`30.
x -> -0.5892726794317383594853052797840187906968943963194278827379`30.
x -> -0.5867924118077737578782573716086896696821135229644555310651`30.
x -> -0.5843066264598643017272666133741239201325464003622858740995`30.
x -> -0.5818153467623363454697136610745032779437116102550348703636`30.
x -> -0.5793185961411806888254667199702008318188660797662358758525`30.
x -> -0.5768163980738322976184565529721209681897515670938682730016`30.
x -> -0.5743087760889495408586850372298587167772934936374323919731`30.
x -> -0.5717957537661929461605442023461375235921621048600873430221`30.
x -> -0.5692773547360034755778518619325274837801638351482023739421`30.
x -> -0.5667536026793803239405195660382426572084713004935749964167`30.
x -> -0.5642245213276582417822586129204118572054206433185329930684`30.
x -> -0.5616901344622843849532002224604693233579152933668134940944`30.
x -> -0.5591504659145946930157566482318489013194732781433113014043`30.
x -> -0.556605539565589798526480948938693476661192604048348797695`30.
x -> -0.5540553793457104693110943110090913291089207826866567105903`30.
x -> -0.5515000092346125858442411710605829650240293889673791766817`30.
x -> -0.548939453260941655849903888467826708607418540387638652273`30.
x -> -0.5463737355021068682427603232465458195820081607572677238665`30.
x -> -0.5438028800840546885350993420054525840617282124950207381638`30.
x -> -0.5412269111810419978382209640774824163414662566320120413404`30.
x -> -0.5386458530154087775915395305799409215243638425610077980225`30.
x -> -0.5360597298573503421568798907148735467407881948959940949448`30.
x -> -0.5334685660246891214197081119395242015775084889253861288444`30.
x -> -0.5308723858826459955432695937345595850966116351471425781579`30.
x -> -0.5282712138436111840258186587865687917965983887453762406197`30.
x -> -0.5256650743669146912153146708827120376797791325001086876843`30.
x -> -0.523053991958596310440130446280909537671457471518982417946`30.
x -> -0.5204379911711751889184691455507368389892043163685954970287`30.
x -> -0.5178170966034189556133159168511836477466678436110117140665`30.
x -> -0.5151913329001124142038602704858167691940195498267505125268`30.
x -> -0.5125607247518258033484144597094265241313228863920164511529`30.
x -> -0.5099252968946826264179219857006411654486218327237354687388`30.
x -> -0.507285074110127052883198697102286450556622870743729698071`30.
x -> -0.5046400812246908935430767784981424913376571163500243145466`30.
x -> -0.5019903431097601517846291797669211025318976561604220682339`30.
x -> -0.4993358846813411530706386917508722756967779003613155438691`30.
x -> -0.4966767308998262548534418856102586860824131140046053763737`30.
x -> -0.4940129067697591391182234663129621317113856189820824955847`30.
x -> -0.4913444373395996897627612078320790064021590743035265315152`30.
x -> -0.4886713477014884570245255018896985201848333403518274984078`30.
x -> -0.4859936629910107111699206267834485665557498520373299862691`30.
x -> -0.4833114083869600876643170914506362264731392964380195657602`30.
x -> -0.480624609111101826045365796145527178876030800341013493909`30.
x -> -0.4779332904279356047259052388072945767449914508543352509284`30.
x -> -0.4752374776444579739565725494547270215164585268372859072184`30.
x -> -0.472537196109924389182007718031066678853471233049914184128`30.
x -> -0.4698324712156108470282979585076884839059773004365782474038`30.
x -> -0.4671233283945751261630456884055791641601206573964445868236`30.
x -> -0.4644097931214176352731590630734342920383215721371788452894`30.
x -> -0.4616918909120418704091583531335439341571268088557197519999`30.
x -> -0.4589696473234144839484646567328745700606311626002093365497`30.
x -> -0.4562430879533249674337894610771040460344435519556725260965`30.
x -> -0.4535122384401449505463743758392155137313584650214571963871`30.
x -> -0.450777124462587118477439920280477440289777626121505971294`30.
x -> -0.4480377717394637499647905223589066185884313862703152311496`30.
x -> -0.4452942060294448782650898479874305381036857370051347038116`30.
x -> -0.4425464531308160773358661884001770136512760826122510801965`30.
x -> -0.4397945388812358755048318599506205334923311742225351660785`30.
x -> -0.4370384891574927989076033804607825950015406093447209325166`30.
x -> -0.4342783298752620469783905465287525114798395755935358706685`30.
x -> -0.4315140869888618022816824142466395133606807939245193724607`30.
x -> -0.4287457864910091769763965490487948877066370776019383085599`30.
x -> -0.4259734544125757982073747265692339000929332310284304087068`30.
x -> -0.4231971168223430347225035033086842475974094762367415578467`30.
x -> -0.4204167998267568670171117016695691374347976139724520134328`30.
x -> -0.4176325295696824033106488367886817596227418479892410714388`30.
x -> -0.4148443322321580436639788210630192168440365900835046554209`30.
x -> -0.4120522340321492945489318850087202406359854694072557118007`30.
x -> -0.4092562612243022361850445190048963129931106128092329936017`30.
x -> -0.4064564400996966449616823386463584931017044572447475904709`30.
x -> -0.4036527969855987732669840761595056599653141957347337108561`30.
x -> -0.4008453582452137890482863711266110899105241068824564746801`30.
x -> -0.3980341502774378774318886453233409003108203727353043337801`30.
x -> -0.3952191995166100067331950687160229404276917072082965644028`30.
x -> -0.3924005324322633611914264267082496068103188428165637040637`30.
x -> -0.3895781755288764427662285528962436042864857817413073874905`30.
x -> -0.3867521553456238443366158674208311288042737945049850892773`30.
x -> -0.3839224984561266966457784292293071763675982616028806378873`30.
x -> -0.3810892314682027913383487421283383281327886340402938176936`30.
x -> -0.378252381023616382439770320571939173166027969002603897988`30.
x -> -0.3754119737978276686304336930465737061751705541436824128055`30.
x -> -0.3725680364997419586702470702564257484604722779075911028193`30.
x -> -0.3697205958714585223322883038517149348520731412476389063909`30.
x -> -0.3668696786880191292071419811657827543939892362821583415867`30.
x -> -0.3640153117571562777424605145252264648103799594469494333692`30.
x -> -0.3611575219190411168852008625731579000911265313396700286932`30.
x -> -0.3582963360460310626968790383092903758879123915230026756128`30.
x -> -0.3554317810424171123150527870219444909427776000783829509044`30.
x -> -0.3525638838441708576370887299957127876514296895419564972527`30.
x -> -0.3496926714186912011050938400637888656883687504313596135121`30.
x -> -0.3468181707645507759736923161852831282356853803720783592015`30.
x -> -0.3439404089112420734451077299249948800965919711973588069899`30.
x -> -0.3410594129189232790587667008664550244012674041103626407413`30.
x -> -0.338175209878163820725374294679795064046155234462136533797`30.
x -> -0.3352878269096896307981228010864137082030550600275247735377`30.
x -> -0.3323972911641281245763845138160983609966682286350211502609`30.
x -> -0.3295036298217528976399055755543701876002185589752377307041`30.
x -> -0.326606870092228144414161842755309958818834248992239711817`30.
x -> -0.3237070392143528003701590431869714860471632381127420197046`30.
x -> -0.3208041644558044102645582185339503527322733120626492042148`30.
x -> -0.3178982731128827248285835408684960854120953693195536551685`30.
x -> -0.3149893925102530283167230410942104970485396566625515744172`30.
x -> -0.312077550000689199328763565554300817575576351374201432803`30.
x -> -0.3091627729648165073212093600821509092536955238723802737476`30.
x -> -0.306245088810854147226619045271681901676778084775417454383`30.
x -> -0.3033245249743575146018583692882077234042897139951367655729`30.
x -> -0.3004011089179602237287059819707693693772806800235624618003`30.
x -> -0.2974748681311158710926665433517949350668964771544267313684`30.
x -> -0.2945458301298395466682397383112222107338327792470184277172`30.
x -> -0.2916140224564490954412651943762656115805490922643568726376`30.
x -> -0.2886794726793061316013118693758450770712194293142888718821`30.
x -> -0.2857422083925568078394061676762721339953118977835856820329`30.
x -> -0.2828022572158723421886958361931813835674576615853230629215`30.
x -> -0.2798596467941893048479265626403066635212446450019317751083`30.
x -> -0.2769144047974496674298651271004647151389714334845467307245`30.
x -> -0.2739665589203406170790369227656938545658175416361812850256`30.
x -> -0.2710161368820341379053566415855028154296616874753373120732`30.
x -> -0.2680631664259263621824188947943484452404133285649419365351`30.
x -> -0.2651076753193766937613804862878395976355001590167907378391`30.
x -> -0.2621496913534467061535079582243375733588150633186088790713`30.
x -> -0.2591892423426388177365828629038813874762433197458716908282`30.
x -> -0.2562263561246347465424529629959002726662567364807230577036`30.
x -> -0.2532610605600337470850902038442655732700923536830382736444`30.
x -> -0.2502933835320906316905658173834323241526228086137142038789`30.
x -> -0.2473233529464535787923792878807369383095115841869769943713`30.
x -> -0.244350996730901730657581116222998665830345232791596525695`30.
x -> -0.2413763428350825830111093429538837642638200585256203944254`30.
x -> -0.2383994192302491690277166121234909327923225960657035577006`30.
x -> -0.2354202539089970401627981598329324794735451577177626708654`30.
x -> -0.2324388748850010462953414749622888398964033268361717745921`30.
x -> -0.2294553101927519176581054869966870868105161514469410549249`30.
x -> -0.2264695878872926510320009693675636651602312224461313603082`30.
x -> -0.2234817360439547026834843887784321553112719508593007584852`30.
x -> -0.2204917827580939905255946642797173981629897349122169551085`30.
x -> -0.2174997561448267079850562073076432081546314129416874327754`30.
x -> -0.2145056843387649520596421786393147880517130287923677539505`30.
x -> -0.2115095954937521680517391035910580613771017495494935833735`30.
x -> -0.208511517782598413465777816370456222255802885775958436902`30.
x -> -0.2055114793968154435588961420748595267184747461643019182336`30.
x -> -0.2025095085463516210358757544208923254247353818772977446093`30.
x -> -0.1995056334593266523810492531212114143196347981994225062549`30.
x -> -0.1964998823817661533215036713473059620539053450893022008864`30.
x -> -0.1934922835773360459175133356017017857494684387921069281774`30.
x -> -0.190482865327076789777718242461319626991100663532512758372`30.
x -> -0.1874716559291374498981238741584068479910053759987398393148`30.
x -> -0.1844586836985096036255346331697138916139495738294339517883`30.
x -> -0.1814439769667610892475458204426881886657058753871098009816`30.
x -> -0.1784275640817695987127082983747808919704583324753452799582`30.
x -> -0.1754094734074561169859456541751154462398522197237730285603`30.
x -> -0.1723897333235182105457457979947310499489104737979461911076`30.
x -> -0.1693683722251631675310674796518671806165885400571694954569`30.
x -> -0.166345418522840992047297174563403006117803730428418215322`30.
x -> -0.1633209006419772551419631605054654526934311317490962596393`30.
x -> -0.1602948470227058049622613691701050317167727094445253575407`30.
x -> -0.1572672861196013386077717374875396461127304550637714678762`30.
x -> -0.1542382464014118381930442908936292217891549167272996594932`30.
x -> -0.1512077563507908736360110519110476251795236769021854419389`30.
x -> -0.1481758444640297746894330705734900121767943664954454291529`30.
x -> -0.145142539250789674733821406571081791404313837481999599803`30.
x -> -0.1421078692338334288514767449703997996622467685049932359583`30.
x -> -0.1390718629487574087024744866253175824897741059780226302475`30.
x -> -0.1360345489437231767245806098291725227753577421902506757926`30.
